StockCode,CurrentPrice,Elasticity,RecommendedPrice
72739B,1.84,-2.2512,1.65
72739C,1.68,-2.24,1.52
72740A,3.86,-1.0,3.8616666666666664
72740B,5.06,-1.0,5.06
72741,1.74,-0.5,2.08
72750A,2.45,-2.0864,2.35
72750B,3.08,-1.0799,3.69
72750C,2.75,-0.543,3.3
72750D,2.68,-1.3331,3.21
72751A,5.95,-1.0,5.95
72751B,5.95,-1.0,5.95
72751C,5.95,-1.0,5.95
72752A,4.25,-1.0,4.25
72752B,4.25,-1.0,4.25
72753A,3.73,-0.5165,4.48
72753B,3.34,-2.4035,2.86
72753C,4.02,-1.0,4.021666666666667
72753D,2.1,-1.0,2.1
72754A,1.07,-1.0,1.066
72754B,1.17,-1.0,1.17
72754D,1.69,-1.0,1.69
72755C,1.89,-1.3889,2.27
72755D,1.94,-1.2746,2.33
72756,1.47,-269.0537,1.18
72760B,10.81,-2.4739,9.08
72771B,1.2,-1.0,1.196
72771C,1.71,-1.0,1.7133333333333332
72772,2.53,-2.3612,2.2
72779,1.69,-0.5,2.03
72780,0.84,-10.16,0.67
72781,2.05,-8.7295,1.64
72783,2.1,-1.0,2.1
72785A,2.1,-1.0,2.1
72785B,1.57,-1.0,1.5666666666666667
72789,3.84,-0.5,4.61
72793,5.56,-8.962,4.45
72796A,1.65,-1.0,1.6499999999999997
72796B,1.65,-1.0,1.65
72796C,1.65,-1.0,1.65
72798C,2.08,-0.9839,2.5
72799A,2.46,-6.8449,1.96
72799B,3.66,-1.0,3.664375
72799C,3.07,-1.8845,3.27
72799D,3.74,-1.0143,4.49
72799E,2.95,-4.0524,2.36
72799F,3.1,-2.7654,2.48
72800A,2.96,-2.3103,2.61
72800B,2.62,-1.9937,2.63
72800C,2.65,-2.2413,2.4
72800D,2.7,-2.2179,2.46
72800E,2.5,-1.9958,2.5
72800F,2.5,-2.993,2.0
72801C,1.37,-2.301,1.21
72801D,1.44,-1.2757,1.73
72801E,1.2,-2.8367,0.96
72801F,1.25,-1.0,1.25
72801G,1.35,-3.1992,1.08
72801c,2.48,-0.5,2.97
72801d,2.48,-0.5,2.97
72801e,2.51,-1.0,2.51
72801g,2.51,-1.0,2.51
72802A,4.49,-2.3476,3.91
72802B,4.42,-2.4177,3.77
72802C,4.58,-2.7672,3.67
72802a,8.38,-1.0,8.379999999999999
72802c,8.29,-1.0,8.29
72803A,4.38,-2.8738,3.5
72803B,4.46,-0.5,5.35
72803b,8.47,-1.0,8.47
72805,1.69,-1.0,1.6900000000000002
72807A,5.75,-1.1558,6.9
72807B,5.27,-1.3145,6.32
72807C,5.37,-1.0935,6.45
72807a,8.32,-1.0,8.319999999999999
72807b,8.49,-0.5,10.19
72807c,8.49,-0.5,10.19
72811,1.45,-2.1002,1.38
72812,3.24,-1.9049,3.41
72814,3.88,-2.8363,3.11
72815,4.06,-1.7146,4.87
72816,1.94,-2.6422,1.56
72817,1.31,-5.3259,1.05
72818,0.84,-4.3289,0.67
72819,3.0,-2.0328,2.95
72821,1.65,-2.1710775926592936e+16,1.32
75011,1.39,-0.6005,1.67
75013B,2.01,-1.2609,2.42
75049L,1.55,-3.6409,1.24
75131,1.72,-4.9857,1.38
75149N,1.25,-1.0,1.25
75172,2.14,-1.4461,2.56
75178,1.48,-2.4938,1.24
77079,2.12,-1.0,2.12
77081,1.78,-2.5548,1.46
77101A,1.49,-2.9713,1.19
78026,19.98,-1.0,19.975
78027,18.03,-0.5064,21.64
78033,5.53,-5.2344,4.42
78034B,1.95,-1.0,1.95
78056,9.95,-1.0,9.95
78124,1.89,-1.6178,2.27
79000,1.36,-0.5,1.63
79026B,1.59,-0.5,1.9
79029,2.25,-1.2929,2.7
79030A,5.69,-0.6451,6.83
79030D,2.18,-0.7935,2.61
79030G,3.0,-0.9089,3.6
79051A,0.72,-0.9189,0.86
79051a,6.04,-1.0,6.04
79062D,0.38,-1.0,0.38
79063C,0.19,-53.5402,0.15
79063D,0.21,-2.7836,0.17
79065A,9.95,-1.0,9.95
79066K,1.08,-1.7173,1.3
79066k,1.65,-7.5299,1.32
79067,4.97,-0.5,5.97
79070b,11.26,-1.0,11.26
79071B,3.17,-0.5,3.81
79072,12.69,-0.8937,15.23
79140,0.42,-1.0,0.42
79144B,0.64,-1.3249,0.77
79144C,0.73,-1.7322,0.86
79149B,0.42,-1.0,0.42
79151B,0.42,-1.0,0.42
79157B,0.85,-1.0,0.85
79157V,0.85,-1.0,0.85
79160,2.49,-0.7416,2.99
79161A,2.95,-1.0,2.95
79163,2.52,-0.8161,3.02
79164,6.34,-0.4901,7.61
79172D,0.85,-1.0,0.85
79190A,0.58,-1.7577,0.67
79190B,0.54,-2.1829,0.5
79190D,0.56,-2.3981,0.48
79191B,1.04,-1.2295,1.25
79191C,0.98,-0.5,1.18
79191D,1.21,-0.8311,1.45
79192A,1.43,-0.5,1.72
79301,2.95,-1.0,2.95
79302M,3.71,-1.9123,3.89
79302m,5.94,-1.0,5.9425
79303A,2.95,-1.0,2.95
79303B,4.75,-3.5377,3.8
79303D,4.86,-1.0912,5.83
79308B,0.85,-1.0,0.85
79315W,4.36,-3.1402,3.48
79320,5.88,-2.3036,5.2
79321,6.27,-1.1376,7.52
79323B,7.71,-1.9072,8.11
79323G,7.71,-1.685,9.25
79323GR,7.1,-0.8596,8.52
79323LP,6.87,-3.4893,5.5
79323P,7.28,-1.5526,8.74
79323S,7.91,-2.1866,7.29
79323W,7.03,-0.5,8.44
79328,1.49,-1.5081,1.79
79329,1.29,-1.1062,1.54
79331,1.37,-0.9943,1.64
79336,1.46,-1.4819,1.75
79337,1.05,-1.3515,1.27
79338,1.47,-1.4387,1.76
79341,8.05,-3.1996,6.44
79342B,8.73,-1.8719,9.37
79342b,13.57,-1.0,13.57
79403,1.16,-1.6656,1.39
79406,0.4,-1.3657,0.48
79413,1.25,-1.0,1.25
79532,1.25,-1.0,1.25
79534,0.55,-1.0,0.55
81950B,0.92,-1.0137,1.1
81950V,0.66,-1.2113,0.8
81952B,0.7,-1.2917,0.85
81952V,0.68,-0.9203,0.82
81953B,0.44,-0.7684,0.52
81953P,0.52,-1.2788,0.62
81985A,2.55,-1.0,2.55
82001S,4.29,-0.5591,5.15
82001s,7.47,-59.8921,5.98
82011A,4.36,-0.17,5.23
82011B,4.24,-1.2679,5.09
82011C,5.2,-0.4349,6.24
82011E,3.75,-1.0,3.75
82069,6.28,-0.5,7.53
82072,1.25,-1.0,1.25
82076,2.73,-1.495,3.27
82081,5.26,-1.2089,6.31
82093,3.15,-7.5601,2.52
82095,6.22,-0.7598,7.47
82482,2.92,-1.1709,3.5
82483,6.48,-0.9489,7.78
82484,7.8,-1.1189,9.36
82486,8.62,-2.4666,7.24
82494L,3.2,-2.6993,2.56
82494l,8.22,-0.5,9.87
82545A,1.25,-1.0,1.25
82551,1.67,-1.5255,2.01
82552,1.55,-1.6015,1.85
82553,2.58,-0.5,3.09
82567,2.19,-0.9847,2.63
82578,0.71,-1.7166,0.85
82580,0.77,-1.0117,0.92
82581,0.69,-1.153,0.83
82582,2.36,-1.8731,2.53
82583,2.76,-1.9665,2.81
82585,1.87,-2.5259,1.54
82587,1.44,-0.0774,1.73
82597,2.57,-0.5,3.08
82599,2.73,-1.2767,3.28
82600,2.41,-0.6279,2.89
82605,2.39,-1.0695,2.87
82607A,1.8,-0.8184,2.17
82607C,1.9,-3.6542,1.52
82607E,1.25,-1.0,1.25
82613A,1.6,-0.5,1.93
82613B,1.74,-1.8244,1.93
82613C,1.76,-2.0193,1.74
82613D,1.71,-1.2445,2.05
82613a,2.49,-1.0,2.493333333333333
82613b,2.5,-0.5,3.0
82613c,2.5,-8.6121,2.0
82615,3.27,-2.6338,2.63
82616A,2.99,-2.2609,2.68
82616B,2.25,-2.7238,1.8
82616C,2.22,-2.8211,1.78
84006,1.11,-1.2318,1.34
84007,2.68,-0.5,3.21
84012,1.75,-1.895,1.86
84016,53.2,-0.011,63.84
84029C,4.56,-0.5,5.47
84029D,4.22,-1.7083,5.07
84029E,4.44,-3.452,3.55
84029G,4.79,-1.6997,5.75
84029c,7.78,-1.0,7.78
84030B,3.75,-1.0,3.75
84030C,4.42,-1.0,4.421666666666667
84030E,4.87,-0.9308,5.84
84030b,8.46,-1.0,8.46
84030c,7.72,-1.0,7.718461538461539
84030e,8.49,-1.0134,10.18
84031A,4.7,-0.6739,5.64
84031B,4.72,-1.5378,5.66
84031a,16.63,-1.0,16.63
84031b,16.63,-1.0,16.63
84032A,3.32,-1.46,3.99
84032B,3.1,-2.9411,2.48
84033,3.39,-0.2199,4.06
84050,2.16,-1.8012,2.43
84051,0.89,-1.761,1.03
84077,0.28,-0.5,0.34
84078A,45.95,-1.6822,55.14
84081,5.21,-0.4378,6.25
84086B,2.95,-1.0,2.95
84086C,3.27,-3.5483,2.62
84192,1.24,-8.6676,0.99
84199,0.22,-0.5,0.26
84201B,0.19,-1.0,0.19
84201C,0.19,-1.0,0.19000000000000003
84205C,0.19,-1.0,0.19
84206A,0.19,-0.5,0.23
84206B,0.19,-1.0,0.19
84206C,0.19,-1.0,0.19
84212,0.84,-0.5507,1.01
84218,2.05,-0.9906,2.46
84219,2.59,-3.5314,2.07
84226,0.84,-9.2787,0.67
84227,0.42,-1.0,0.42
84228,0.64,-2.2491,0.57
84231,0.86,-1.1684,1.04
84247C,2.95,-0.5,3.54
84247E,2.86,-0.5,3.44
84247G,0.49,-2.3007,0.43
84247H,2.32,-0.0044,2.78
84247J,1.32,-1.0,1.3244444444444445
84247K,3.25,-0.0261,3.91
84247L,0.52,-0.7598,0.63
84247N,2.41,-0.2587,2.9
84249A,0.61,-3.8677,0.49
84249D,0.48,-0.5,0.57
84250M,0.8,-1.3937,0.96
84251B,0.41,-0.3682,0.5
84251C,0.43,-0.948,0.52
84251F,0.44,-0.4604,0.53
84251G,0.45,-1.2743,0.54
84251J,0.75,-3.4709,0.6
84255A,2.1,-1.0,2.1
84255B,4.37,-0.5,5.24
84270,0.25,-1.8612,0.27
84279B,4.29,-2.0682,4.15
84279P,4.64,-0.5807,5.57
84288B,1.95,-1.0,1.95
84292,10.53,-1.0705,12.64
84292B,7.46,-2.6157,6.04
84306,12.06,-0.5,14.48
84311,1.65,-1.0,1.65
84313A,6.26,-0.2921,7.51
84313B,7.2,-0.5582,8.64
84313C,5.15,-1.0434,6.18
84327A,2.1,-2.784,1.68
84340,4.35,-1.0,4.346363636363637
84341B,0.9,-0.9213,1.08
84347,3.34,-3.3776,2.67
84352,17.9,-0.3813,21.49
84356,6.55,-1.564,7.86
84358,12.55,-1.1249,15.06
84360,6.2,-1.74,7.28
84366,3.75,-1.0,3.75
84367,2.17,-3.0268,1.74
84371,17.38,-1.0,17.375
84375,2.51,-0.0393,3.01
84378,1.6,-2.6282,1.29
84380,1.67,-0.5429,2.01
84387A,1.95,-1.0,1.95
84388,1.5,-0.8778,1.8
84396,5.77,-3.5725,4.62
84402B,1.65,-1.0,1.654
84402D,2.29,-1.6676,2.75
84405A,11.71,-2.3834,10.09
84406B,3.72,-3.6059,2.97
84406b,6.91,-1.0,6.91
84414B,13.97,-2.0367,13.72
84415A,2.92,-0.6577,3.5
84415B,3.44,-0.1924,4.12
84422,1.03,-1.4272,1.24
84424A,3.75,-1.0,3.75
84425A,4.26,-1.4386,5.11
84427B,4.25,-1.0,4.25
84429A,4.02,-1.1566,4.83
84437A,0.89,-0.5,1.07
84447,1.34,-0.5,1.6
84450A,0.5,-1.0,0.49799999999999994
84450B,0.72,-2.5684,0.59
84452,1.17,-1.0757,1.41
84454,1.07,-1.181,1.29
84455,1.01,-0.2808,1.21
84456,0.96,-0.3662,1.15
84457,1.14,-1.6574,1.37
84458,0.85,-1.0,0.85
84459A,2.35,-1.7636,2.71
84459B,2.14,-1.9984,2.14
84461,2.61,-0.5,3.13
84462,1.33,-3.8707,1.06
84464,2.5,-7.0707,2.0
84465,3.04,-0.5,3.65
84466,1.62,-0.5,1.95
84467,24.04,-6.2133,19.23
84469,5.51,-3.0734,4.41
84472,46.42,-0.5,55.71
84482,4.1,-0.1476,4.92
84493,1.56,-1.659,1.87
84497,4.13,-1.1084,4.96
84499,1.24,-2.4675,1.04
84507B,2.92,-2.8616,2.34
84507C,2.71,-2.5399,2.23
84508A,2.51,-8.7318,2.01
84508B,2.8,-0.9598,3.36
84508C,2.98,-0.7056,3.57
84509A,4.58,-0.8295,5.49
84509B,4.27,-1.216,5.13
84509C,4.42,-0.3964,5.3
84509E,4.13,-1.4568,4.96
84509F,3.94,-3.5078,3.15
84509G,3.77,-1.6566,4.53
84509a,7.48,-11.4005,5.98
84509b,7.46,-1.0,7.46
84509c,7.55,-2.1194,7.15
84509e,7.62,-1.0,7.62
84509g,7.46,-1.0,7.46
84510A,1.68,-1.9362,1.73
84510B,1.65,-0.5,1.98
84510C,1.68,-0.4671,2.01
84510E,1.81,-1.053,2.18
84510F,1.45,-2.7621,1.16
84510a,2.48,-8.7434,1.98
84510b,2.15,-1.0,2.15
84510c,2.48,-0.5,2.98
84510e,2.5,-0.5,3.0
84519A,2.98,-0.0164,3.58
84519B,2.89,-0.8155,3.47
84520B,1.04,-0.1588,1.24
84520D,1.13,-1.9094,1.19
84520b,2.08,-0.5,2.5
84522,1.86,-6.5881,1.49
84526,2.11,-0.5,2.53
84527,2.1,-1.5098,2.52
84529A,6.56,-1.9931,6.59
84529B,5.23,-1.0,5.226
84529C,5.03,-1.8878,5.35
84531A,1.33,-1.0494,1.6
84531B,1.26,-1.0153,1.51
84532B,7.5,-0.0499,9.0
84533B,7.1,-0.5,8.52
84534B,1.2,-1.0687,1.44
84534b,1.66,-1.0,1.6599999999999997
84535A,0.85,-0.5,1.01
84535B,0.85,-1.4638,1.02
84536A,0.54,-2.2933,0.48
84536B,0.58,-0.9439,0.69
84536a,0.8,-29.3298,0.64
84536b,0.81,-1.0,0.8100000000000002
84537B,0.42,-1.0,0.42
84539,1.65,-6195356373016070.0,1.32
84546,1.65,-1.0,1.6499999999999997
84548,1.65,-906905887536492.9,1.32
84549,2.37,-1.7505,2.76
84550,1.65,-1.0,1.65
84551,1.65,-1.0,1.65
84555A,2.93,-11.1814,2.34
84558A,3.14,-0.5,3.77
84558a,5.95,-0.5,7.14
84559A,1.08,-1.3334,1.29
84559B,1.04,-0.0137,1.25
84559D,0.91,-0.5,1.09
84559a,1.68,-0.5,2.02
84559b,1.67,-0.5,2.01
84559d,1.69,-1.0,1.69
84562A,9.32,-0.6867,11.18
84562B,10.53,-0.1336,12.64
84563A,6.02,-1.1562,7.22
84563B,5.11,-1.0403,6.13
84564,8.73,-0.5,10.47
84567,1.65,-1.0,1.65
84568,0.37,-5.2202,0.3
84569A,1.38,-1.2758,1.65
84569B,1.41,-2.148,1.32
84569C,1.79,-1.8061,2.01
84569D,1.46,-2.3037,1.29
84570B,4.95,-1.0,4.95
84572,8.49,-1.0,8.49
84575A,5.33,-0.9191,6.4
84575B,5.95,-1.0,5.95
84576,4.89,-1.3091,5.87
84578,3.87,-0.5,4.64
84580,3.88,-0.5,4.65
84581,3.85,-2.5614,3.16
84582,4.25,-1.0,4.25
84584,2.82,-1.8139,3.14
84586L,2.95,-0.5,3.54
84592,3.43,-1.8993,3.63
84593,2.95,-1.0,2.95
84595B,3.09,-4.2608,2.48
84595E,3.28,-1.9585,3.35
84596B,0.85,-1.7545,0.99
84596E,1.24,-1.9343,1.29
84596F,0.86,-1.7297,1.02
84596G,0.87,-1.826,0.96
84596I,1.35,-2.0104,1.34
84596J,1.2,-1.6413,1.44
84596K,1.43,-1.1389,1.71
84596L,0.97,-1.5872,1.17
84596b,2.51,-1.0,2.51
84596e,2.51,-1.0,2.51
84596f,2.47,-0.5,2.96
84596g,2.48,-1.0,2.485
84596j,2.51,-1.0,2.51
84596l,2.46,-1.0,2.46
84597B,1.61,-2.4421,1.37
84597C,1.46,-0.0587,1.75
84598,0.37,-3.8632,0.3
84599,12.04,-1.0,12.04
84600,9.62,-0.8841,11.54
84601A,3.67,-1.8786,3.93
84608,7.95,-1.0,7.95
84609,11.05,-1.8954,11.69
84611B,5.95,-1.0,5.95
84612B,2.55,-1.0,2.55
84613A,4.65,-1.0,4.65
84613C,4.59,-14.041,3.67
84614A,7.56,-0.6691,9.08
84614C,5.95,-1.0,5.95
84615,5.61,-1.7144,6.74
84616,27.73,-1.6008,33.27
84617,12.75,-1.0,12.75
84619,35.91,-2.2046,32.86
84620,6.52,-0.8832,7.83
84621,9.06,-0.5638,10.88
84622,7.7,-0.5,9.24
84623,8.07,-1.6328,9.69
84625A,2.95,-0.9691,3.54
84625B,2.33,-1.1402,2.8
84625C,2.72,-1.0326,3.27
84625D,2.34,-1.1266,2.81
84626,45.95,-1.0,45.95
84627,5.95,-1.0,5.95
84629,12.8,-1.0583,15.36
84630,7.95,-1.0,7.95
84631,9.49,-1.3849,11.38
84632,59.04,-6.7525,47.23
84637,5.86,-1.6348,7.04
84638,7.5,-1.3593,8.99
84648,12.75,-1.0,12.75
84653,54.88,-0.5,65.86
84656,5.95,-1.0,5.950000000000001
84657,4.57,-2.3456,3.98
84658,6.97,-1.289,8.36
84659A,2.56,-2.7624,2.05
84660A,2.21,-1.495,2.65
84660B,3.02,-1.7337,3.57
84660C,3.68,-1.5312,4.42
84660a,7.56,-25.8851,6.04
84660b,7.6,-0.5,9.12
84660c,7.56,-0.5,9.07
84661A,2.92,-1.5328,3.51
84661B,3.27,-1.1714,3.92
84661C,2.84,-1.4508,3.41
84661a,5.01,-1.0,5.01
84661b,4.96,-1.0,4.96
84661c,5.06,-1.0,5.06
84663A,4.5,-0.7888,5.4
84664,4.95,-1.0,4.95
84665,6.37,-1.1483,7.64
84666,3.95,-1.0,3.9499999999999997
84670,0.49,-1.2902,0.59
84671B,3.15,-5.0218,2.52
84673A,0.74,-0.4949,0.89
84673B,0.93,-0.4945,1.11
84674,3.23,-1.8739,3.46
84675,3.7,-0.9242,4.44
84676,3.14,-0.7818,3.76
84678,2.88,-1.9639,2.93
84679,8.95,-1.0,8.95
84680,7.07,-3.9177,5.65
84682,3.33,-1.7939,3.77
84683,1.64,-2.5721,1.34
84684,3.29,-2.5248,2.72
84685,5.73,-1.7387,6.74
84686,5.96,-1.1103,7.15
84687,6.91,-1.6374,8.29
84688,5.84,-1.7312,6.91
84689,5.3,-1.6842,6.36
84690,7.95,-1.0,7.95
84691,1.02,-0.781,1.23
84692,0.63,-1.3078,0.75
84705A,4.65,-1.0,4.65
84705B,4.01,-1.0,4.006666666666667
84705C,3.93,-2.1063,3.74
84705D,4.39,-0.5,5.26
84705F,4.65,-1.0,4.65
84705b,3.43,-1.0,3.43
84706A,7.34,-0.7961,8.81
84706B,10.03,-0.5,12.04
84706C,3.7,-1.0,3.6999999999999997
84706D,5.02,-0.996,6.02
84706F,5.62,-0.5,6.74
84707A,10.47,-1.1973,12.57
84707B,8.66,-0.8091,10.39
84708B,5.39,-0.7431,6.47
84709A,5.95,-1.0,5.95
84709B,5.93,-8.6769,4.74
84711A,9.04,-0.6666,10.85
84711B,8.99,-0.5,10.79
84712B,7.8,-0.5,9.36
84715,3.39,-2.4561,2.86
84720,6.88,-1.0,6.883333333333333
84721,8.35,-1.0,8.35
84723,5.95,-0.8405,7.14
84725,2.19,-0.455,2.62
84726,2.17,-1.0,2.17
84731,1.23,-1.0,1.23
84732B,1.23,-1.0883,1.48
84732D,1.23,-0.8418,1.48
84741C,2.12,-1.0732,2.55
84743C,1.25,-1.0,1.25
84744,1.34,-0.5,1.61
84745A,0.42,-1.0,0.42
84745B,0.42,-1.0,0.42000000000000004
84746,3.14,-1.6699,3.77
84748,3.46,-2.0027,3.45
84750A,3.07,-1.4452,3.69
84750B,2.45,-0.5508,2.93
84751B,2.9,-1.1572,3.49
84753A,1.15,-0.5,1.38
84754,1.56,-3.592,1.25
84755,0.83,-0.662,0.99
84757,14.95,-1.0,14.95
84760L,1.6,-1.0,1.6
84760S,1.92,-2.1159,1.82
84761,3.1,-0.5004,3.71
84762A,9.87,-0.5,11.84
84762B,8.78,-3.3948,7.03
84762C,8.56,-2.746,6.85
84763,1.42,-0.7753,1.7
84765,17.0,-0.6571,20.4
84766,4.63,-1.9591,4.73
84767,7.39,-3.6289,5.92
84770,3.83,-1.8328,4.21
84773,2.95,-0.5,3.54
84782A,9.9,-1.7519,11.54
84782B,12.75,-1.0,12.75
84782C,9.62,-1.8315,10.59
84789,4.04,-1.5487,4.85
84791,3.78,-0.0254,4.53
84792,5.26,-1.9909,5.28
84795A,9.62,-0.5,11.55
84795B,8.94,-0.9495,10.73
84795C,9.48,-0.4684,11.37
84795D,8.78,-1.0441,10.54
84795E,7.95,-1.0,7.95
84795b,16.71,-2.2295,15.15
84796A,9.56,-1.6726,11.47
84796B,9.25,-1.972,9.38
84796a,8.37,-0.5,10.05
84796b,8.56,-1.0,8.56
84797A,11.1,-3.9377,8.88
84797B,10.59,-2.1214,10.02
84797a,11.05,-40.671,8.84
84797b,11.08,-19.4244,8.87
84798A,2.5,-38.0004,2.0
84798B,2.12,-2.5926,1.73
84798C,2.55,-1.0,2.55
84799,1.04,-1.4598,1.25
84800L,1.86,-2.747,1.49
84800M,1.59,-2.4987,1.32
84800S,1.11,-3.5994,0.89
84801A,1.98,-5.5006,1.58
84801B,2.02,-5.7712,1.62
84802A,1.69,-0.5,2.03
84802B,1.55,-1.8215,1.72
84803A,1.69,-1.0,1.69
84803B,1.69,-1.0,1.69
84804A,2.72,-1.4325,3.26
84804B,2.53,-1.7941,2.85
84805A,2.76,-1.6202,3.32
84805B,2.46,-2.0381,2.42
84806A,1.14,-1.9209,1.18
84806B,1.38,-0.9379,1.65
84807,1.54,-3.0724,1.23
84809A,2.03,-2.4901,1.69
84809B,1.79,-3.3547,1.43
84813,11.75,-1.5469,14.1
84814A,1.95,-1.0,1.95
84814B,1.95,-1.0,1.95
84815,5.31,-1.4503,6.37
84816,39.45,-7.5864,31.56
84817,1.63,-1.8576,1.77
84818,2.04,-1.2393,2.44
84819,3.01,-2.2595,2.7
84820,5.23,-1.5551,6.27
84821,0.8,-1.9517,0.82
84823,12.36,-0.8257,14.84
84824,18.45,-0.5,22.14
84826,0.69,-1.3927,0.83
84827,0.57,-1.2093,0.69
84828,1.63,-2.5067,1.36
84830,15.36,-7.56,12.29
84832,1.09,-2.3504,0.95
84836,1.38,-2.1276,1.3
84837,13.42,-1.1091,16.1
84838,7.88,-1.0,7.875
84839,7.2,-1.6135,8.64
84840,9.17,-0.5,11.0
84842,4.42,-2.2056,4.04
84843,7.06,-1.3572,8.47
84845A,1.25,-1.0,1.25
84845C,1.25,-1.0,1.25
84845D,1.25,-1.0,1.25
84846A,2.57,-2.065,2.49
84847,4.44,-2.599,3.61
84849A,2.22,-1.6124,2.66
84849B,2.03,-0.5423,2.43
84849D,1.89,-0.2902,2.27
84854,6.54,-1.9145,6.85
84855,5.88,-0.7696,7.05
84856L,7.8,-1.3422,9.36
84856S,4.98,-2.2632,4.46
84857A,8.5,-1.0,8.5
84857B,1.95,-1.0,1.95
84857C,4.38,-1.2255,5.25
84858A,6.13,-1.7081,7.36
84858B,2.82,-1.0,2.816666666666667
84858C,5.59,-1.8483,6.09
84859A,3.39,-1.4282,4.07
84859B,2.84,-1.1363,3.41
84859C,3.04,-1.1172,3.65
84864A,8.46,-1.0,8.455
84865,9.37,-0.3835,11.24
84867A,8.36,-1.0,8.355
84867a,13.57,-1.0,13.57
84867b,13.57,-1.0,13.57
84868A,6.95,-1.0,6.95
84868B,6.95,-1.0,6.95
84869,5.04,-2.0211,4.99
84870B,3.66,-1.4716,4.4
84870C,3.47,-0.487,4.16
84872A,11.3,-2.9864,9.04
84872a,10.98,-0.5,13.18
84873A,13.46,-5.1113,10.77
84873a,11.06,-0.5,13.28
84874B,1.65,-0.5,1.98
84875A,3.75,-1.0,3.75
84875B,2.01,-1.17,2.41
84875D,1.72,-1.6873,2.07
84876B,2.35,-1.3835,2.82
84876C,3.75,-1.0,3.75
84876D,3.6,-1.5639,4.31
84877A,3.4,-1.9729,3.45
84877B,2.68,-1.7054,3.22
84877D,2.98,-1.1022,3.57
84879,1.86,-0.3668,2.23
84880,6.72,-3.7941,5.38
84881,6.86,-0.5,8.23
84882,4.65,-0.735,5.58
84884A,4.54,-1.1968,5.45
84884a,8.39,-0.5,10.06
84886,9.95,-1.0,9.95
84891B,7.95,-1.0,7.95
84893,5.89,-7.8775,4.71
84898F,2.17,-0.3073,2.61
84899E,1.62,-1.6217,1.94
84899F,1.9,-1.106,2.28
84901,3.86,-2.8336,3.08
84902,3.93,-0.5,4.72
84905,5.03,-1.5295,6.03
84906,5.35,-0.6521,6.42
84907,6.62,-2.0879,6.35
84908A,5.85,-2.9275,4.68
84908B,5.52,-3.3213,4.41
84909A,17.18,-2.7783,13.74
84910A,6.48,-1.4752,7.78
84912A,3.62,-2.7014,2.9
84912B,3.51,-0.5,4.21
84912a,7.78,-1.0,7.78
84913A,3.61,-1.5055,4.33
84913B,3.69,-0.9732,4.42
84914A,25.95,-1.0,25.95
84915,4.56,-2.1286,4.3
84916,4.5,-1.8818,4.81
84917,4.33,-1.4941,5.19
84918,6.06,-2.3796,5.23
84919,6.97,-1.1801,8.36
84920,4.42,-1.1428,5.31
84921,3.75,-1.0,3.75
84922,5.87,-2.4508,4.95
84923,4.36,-0.5,5.23
84924A,4.8,-1.1048,5.77
84924D,3.8,-1.8617,4.1
84924F,2.95,-1.727,3.51
84925A,2.81,-2.6965,2.25
84925C,2.55,-1.0,2.55
84925D,2.33,-4.8358,1.86
84925E,2.27,-1.0,2.2666666666666666
84925F,2.25,-2.0602,2.19
84926A,1.01,-1.3825,1.22
84926B,1.25,-1.0,1.25
84926C,1.74,-0.5,2.09
84926D,1.09,-0.98,1.31
84926E,0.77,-1.3786,0.92
84926F,1.41,-1.3252,1.7
84927A,2.28,-0.9722,2.74
84927D,1.8,-1.2407,2.16
84927E,2.09,-1.0182,2.5
84927F,1.64,-0.6918,1.97
84929,0.37,-1.0829,0.44
84931A,2.7,-1.2406,3.24
84931B,2.66,-1.8196,2.95
84932A,3.86,-1.0167,4.63
84932B,3.11,-1.3313,3.73
84932C,3.11,-1.3584,3.73
84932D,4.63,-1.1319,5.55
84933A,4.72,-1.3557,5.66
84933B,3.41,-1.0,3.408333333333333
84933C,4.72,-1.8723,5.06
84934,0.92,-4.2789,0.73
84937,4.97,-0.0988,5.96
84942,1.69,-1.0,1.6900000000000002
84944,3.87,-1.0491,4.64
84945,1.08,-1.2465,1.29
84946,1.53,-2.0733,1.48
84947,1.44,-1.6506,1.73
84948,1.79,-0.5,2.14
84949,1.83,-3.1656,1.46
84950,0.91,-0.5156,1.09
84951A,2.12,-1.3279,2.55
84951B,2.05,-1.488,2.46
84951b,5.1,-1.0,5.104
84952A,3.26,-1.1883,3.91
84952B,3.04,-1.8982,3.22
84952C,3.41,-1.6583,4.09
84962,59.95,-1.0,59.95
84963A,41.86,-1.3805,50.23
84963B,42.96,-1.4435,51.55
84964A,45.0,-1.0,45.0
84964B,45.0,-1.0,45.0
84965A,40.0,-1.0,40.0
84965B,62.49,-1.0,62.4875
84966A,25.49,-1.0,25.4875
84966B,16.0,-1.0,16.0
84966C,12.0,-1.0,12.0
84967A,58.3,-1.0,58.300000000000004
84967B,65.87,-1.1063,79.05
84967C,67.46,-1.0,67.4625
84968A,14.11,-1.3028,16.93
84968B,14.82,-0.5176,17.78
84968C,14.97,-1.7535,17.41
84968D,13.32,-1.7905,15.08
84968E,12.59,-1.2412,15.1
84968F,13.4,-1.8153,14.92
84968a,25.28,-1.0,25.278
84968b,25.49,-1.0,25.49
84968d,25.09,-1.0,25.0925
84968e,25.3,-0.5,30.36
84968f,25.49,-1.0,25.49
